policy_name,coverage_term,annual_premium,provider,sum_assured,critical_illness,type,age_until,gender,smoker,age,most_notable_5,market_share_top,local_companies,provide_ci,provide_hospital_ins,entered_sg
Direct-LICS New Secure Future Term Plan,29,786,LIC (Singapore) Pte Ltd,400000,0,term,65,m,1,36,0,0,0,0,0,2013
DIRECT - Term Life,29,800,FWD SINGAPORE PTE. LTD.,400000,0,term,65,m,1,36,0,0,0,1,0,2016
DIRECT - Term,29,808,China Taiping Insurance (Singapore) Pte. Ltd.,400000,0,term,65,m,1,36,0,0,0,1,0,2003
DIRECT - Singlife Term Life,29,881,Singapore Life Ltd.,400000,0,term,65,m,1,36,0,1,1,1,1,2022
DIRECT- ManuAssure Term,30,895,Manulife (Singapore) Pte. Ltd.,400000,0,term,65,m,1,36,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,29,1028,Prudential Assurance Company Singapore (Pte) Limited,400000,0,term,65,m,1,36,1,1,0,1,1,1931
DIRECT - AIA Term Cover,30,1220,AIA Singapore,400000,0,term,65,m,1,36,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite,30,412,HSBC Life (Singapore) Pte. Ltd.,400000,0,term,65,f,1,36,0,1,0,1,1,2022
DIRECT- TM Basic Term (Level),29,452,Tokio Marine Life Insurance Singapore Ltd,400000,0,term,65,f,1,36,0,0,0,1,0,1923
DIRECT - China Life Term Plan,29,500,China Life Insurance (Singapore) Pte. Ltd.,400000,0,term,65,f,1,36,0,0,0,1,0,2015
DIRECT - Term Life,29,500,FWD SINGAPORE PTE. LTD.,400000,0,term,65,f,1,36,0,0,0,1,0,2016
DIRECT Star Term (non-renewable),29,513,Income Insurance Limited,400000,0,term,65,f,1,36,1,1,1,1,1,1970
DIRECT - Etiqa term life,29,540,Etiqa Insurance Pte. Ltd.,400000,0,term,65,f,1,36,0,0,0,1,0,2007
DIRECT - Great Term,29,579,Great Eastern Life,400000,0,term,65,f,1,36,1,1,1,1,1,1908
DIRECT- ManuAssure Term,30,592,Manulife (Singapore) Pte. Ltd.,400000,0,term,65,f,1,36,1,1,0,1,0,1899
DIRECT - Singlife Term Life,29,612,Singapore Life Ltd.,400000,0,term,65,f,1,36,0,1,1,1,1,2022
Direct-LICS New Secure Future Term Plan,29,613,LIC (Singapore) Pte Ltd,400000,0,term,65,f,1,36,0,0,0,0,0,2013
DIRECT - Term,29,652,China Taiping Insurance (Singapore) Pte. Ltd.,400000,0,term,65,f,1,36,0,0,0,1,0,2003
DIRECT - AIA Term Cover,30,708,AIA Singapore,400000,0,term,65,f,1,36,1,1,0,1,1,1931
DIRECT - PRUprotect term @ 65,29,736,Prudential Assurance Company Singapore (Pte) Limited,400000,0,term,65,f,1,36,1,1,0,1,1,1931
DIRECT - Etiqa term life with CI,29,1012,Etiqa Insurance Pte. Ltd.,400000,1,term,65,m,0,36,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),29,1091,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,m,0,36,0,0,0,1,0,1923
DIRECT - HSBC Life - Term Lite and Termcare,30,1098,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,m,0,36,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,29,1165,Great Eastern Life,400000,1,term,65,m,0,36,1,1,1,1,1,1908
DIRECT - Term,29,1169,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,0,36,0,0,0,1,0,2003
DIRECT - Term Life,29,1224,FWD SINGAPORE PTE. LTD.,400000,1,term,65,m,0,36,0,0,0,1,0,2016
DIRECT- ManuAssure Term (with CI),30,1252,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,m,0,36,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),29,1289,Income Insurance Limited,400000,1,term,65,m,0,36,1,1,1,1,1,1970
DIRECT - China Life Term Plan,29,1360,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,0,36,0,0,0,1,0,2015
DIRECT - Singlife Term Life,29,1396,Singapore Life Ltd.,400000,1,term,65,m,0,36,0,1,1,1,1,2022
DIRECT - PRUprotect term @ 65,29,1632,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,m,0,36,1,1,0,1,1,1931
DIRECT - AIA Term Cover,30,1844,AIA Singapore,400000,1,term,65,m,0,36,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,30,1047,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,f,0,36,0,1,0,1,1,2022
DIRECT- TM Basic Term (Level) (+ Critical Illness),29,1100,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,f,0,36,0,0,0,1,0,1923
DIRECT - Term Life,29,1116,FWD SINGAPORE PTE. LTD.,400000,1,term,65,f,0,36,0,0,0,1,0,2016
DIRECT - Etiqa term life with CI,29,1220,Etiqa Insurance Pte. Ltd.,400000,1,term,65,f,0,36,0,0,0,1,0,2007
DIRECT - Singlife Term Life,29,1221,Singapore Life Ltd.,400000,1,term,65,f,0,36,0,1,1,1,1,2022
DIRECT - Term,29,1222,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,0,36,0,0,0,1,0,2003
DIRECT - Great Term with Optional DIRECT - Great Critical Care,29,1256,Great Eastern Life,400000,1,term,65,f,0,36,1,1,1,1,1,1908
DIRECT- ManuAssure Term (with CI),30,1294,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,f,0,36,1,1,0,1,0,1899
DIRECT - China Life Term Plan,29,1320,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,0,36,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),29,1497,Income Insurance Limited,400000,1,term,65,f,0,36,1,1,1,1,1,1970
DIRECT - AIA Term Cover,30,1776,AIA Singapore,400000,1,term,65,f,0,36,1,1,0,1,1,1931
DIRECT - PRUprotect term @ 65,29,1784,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,f,0,36,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,30,1644,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,m,1,36,0,1,0,1,1,2022
DIRECT - Etiqa term life with CI,29,1656,Etiqa Insurance Pte. Ltd.,400000,1,term,65,m,1,36,0,0,0,1,0,2007
DIRECT - Great Term with Optional DIRECT - Great Critical Care,29,1809,Great Eastern Life,400000,1,term,65,m,1,36,1,1,1,1,1,1908
DIRECT- TM Basic Term (Level) (+ Critical Illness),29,1861,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,m,1,36,0,0,0,1,0,1923
DIRECT - Term Life,29,2044,FWD SINGAPORE PTE. LTD.,400000,1,term,65,m,1,36,0,0,0,1,0,2016
DIRECT - China Life Term Plan,29,2076,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,1,36,0,0,0,1,0,2015
DIRECT - Singlife Term Life,29,2155,Singapore Life Ltd.,400000,1,term,65,m,1,36,0,1,1,1,1,2022
DIRECT- ManuAssure Term (with CI),30,2318,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,m,1,36,1,1,0,1,0,1899
DIRECT - Term,29,2344,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,1,36,0,0,0,1,0,2003
DIRECT Star Term (non-renewable),29,2401,Income Insurance Limited,400000,1,term,65,m,1,36,1,1,1,1,1,1970
DIRECT - PRUprotect term @ 65,29,2516,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,m,1,36,1,1,0,1,1,1931
DIRECT - AIA Term Cover,30,2964,AIA Singapore,400000,1,term,65,m,1,36,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,30,1540,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,f,1,36,0,1,0,1,1,2022
DIRECT - Singlife Term Life,29,1600,Singapore Life Ltd.,400000,1,term,65,f,1,36,0,1,1,1,1,2022
DIRECT - Term Life,29,1616,FWD SINGAPORE PTE. LTD.,400000,1,term,65,f,1,36,0,0,0,1,0,2016
DIRECT - Etiqa term life with CI,29,1764,Etiqa Insurance Pte. Ltd.,400000,1,term,65,f,1,36,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),29,1764,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,f,1,36,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,29,1784,Great Eastern Life,400000,1,term,65,f,1,36,1,1,1,1,1,1908
DIRECT - China Life Term Plan,29,2092,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,1,36,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),30,2126,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,f,1,36,1,1,0,1,0,1899
DIRECT - Term,29,2521,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,1,36,0,0,0,1,0,2003
DIRECT - AIA Term Cover,30,2676,AIA Singapore,400000,1,term,65,f,1,36,1,1,0,1,1,1931
DIRECT - PRUprotect term @ 65,29,2716,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,f,1,36,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),29,2858,Income Insurance Limited,400000,1,term,65,f,1,36,1,1,1,1,1,1970
DIRECT - Etiqa term life,30,91,Etiqa Insurance Pte. Ltd.,100000,0,term,65,m,0,35,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),30,112,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,m,0,35,0,0,0,1,0,1923
DIRECT - Term,30,127,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,0,35,0,0,0,1,0,2003
DIRECT - China Life Term Plan,30,135,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,0,35,0,0,0,1,0,2015
DIRECT - Great Term,30,138,Great Eastern Life,100000,0,term,65,m,0,35,1,1,1,1,1,1908
DIRECT - Term Life,30,141,FWD SINGAPORE PTE. LTD.,100000,0,term,65,m,0,35,0,0,0,1,0,2016
Direct-LICS New Secure Future Term Plan,30,146,LIC (Singapore) Pte Ltd,100000,0,term,65,m,0,35,0,0,0,0,0,2013
DIRECT - PRUprotect term @ 65,30,146,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,m,0,35,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),30,153,Income Insurance Limited,100000,0,term,65,m,0,35,1,1,1,1,1,1970
DIRECT - HSBC Life - Term Lite,31,156,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,m,0,35,0,1,0,1,1,2022
DIRECT - AIA Term Cover,31,160,AIA Singapore,100000,0,term,65,m,0,35,1,1,0,1,1,1931
DIRECT- ManuAssure Term,31,167,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,m,0,35,1,1,0,1,0,1899
DIRECT - Singlife Term Life,30,187,Singapore Life Ltd.,100000,0,term,65,m,0,35,0,1,1,1,1,2022
DIRECT - Etiqa term life,30,79,Etiqa Insurance Pte. Ltd.,100000,0,term,65,f,0,35,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),30,94,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,f,0,35,0,0,0,1,0,1923
DIRECT - Term,30,96,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,0,35,0,0,0,1,0,2003
DIRECT - China Life Term Plan,30,104,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,0,35,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,30,105,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,f,0,35,1,1,0,1,1,1931
DIRECT - Term Life,30,107,FWD SINGAPORE PTE. LTD.,100000,0,term,65,f,0,35,0,0,0,1,0,2016
DIRECT - Great Term,30,109,Great Eastern Life,100000,0,term,65,f,0,35,1,1,1,1,1,1908
Direct-LICS New Secure Future Term Plan,30,109,LIC (Singapore) Pte Ltd,100000,0,term,65,f,0,35,0,0,0,0,0,2013
DIRECT Star Term (non-renewable),30,110,Income Insurance Limited,100000,0,term,65,f,0,35,1,1,1,1,1,1970
DIRECT - HSBC Life - Term Lite,31,111,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,f,0,35,0,1,0,1,1,2022
DIRECT - AIA Term Cover,31,116,AIA Singapore,100000,0,term,65,f,0,35,1,1,0,1,1,1931
DIRECT- ManuAssure Term,31,123,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,f,0,35,1,1,0,1,0,1899
DIRECT - Singlife Term Life,30,147,Singapore Life Ltd.,100000,0,term,65,f,0,35,0,1,1,1,1,2022
DIRECT - Etiqa term life,30,167,Etiqa Insurance Pte. Ltd.,100000,0,term,65,m,1,35,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),30,172,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,m,1,35,0,0,0,1,0,1923
DIRECT - Great Term,30,192,Great Eastern Life,100000,0,term,65,m,1,35,1,1,1,1,1,1908
Direct-LICS New Secure Future Term Plan,30,192,LIC (Singapore) Pte Ltd,100000,0,term,65,m,1,35,0,0,0,0,0,2013
DIRECT - China Life Term Plan,30,197,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,1,35,0,0,0,1,0,2015
DIRECT - Term Life,30,218,FWD SINGAPORE PTE. LTD.,100000,0,term,65,m,1,35,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite,31,220,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,m,1,35,0,1,0,1,1,2022
DIRECT - PRUprotect term @ 65,30,243,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,m,1,35,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),30,248,Income Insurance Limited,100000,0,term,65,m,1,35,1,1,1,1,1,1970
DIRECT - Singlife Term Life,30,267,Singapore Life Ltd.,100000,0,term,65,m,1,35,0,1,1,1,1,2022
DIRECT- ManuAssure Term,31,272,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,m,1,35,1,1,0,1,0,1899
DIRECT - Term,30,274,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,1,35,0,0,0,1,0,2003
DIRECT - AIA Term Cover,31,287,AIA Singapore,100000,0,term,65,m,1,35,1,1,0,1,1,1931
DIRECT - Term Life,30,136,FWD SINGAPORE PTE. LTD.,100000,0,term,65,f,1,35,0,0,0,1,0,2016
DIRECT- TM Basic Term (Level),30,138,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,f,1,35,0,0,0,1,0,1923
DIRECT - HSBC Life - Term Lite,31,142,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,f,1,35,0,1,0,1,1,2022
DIRECT - Etiqa term life,30,143,Etiqa Insurance Pte. Ltd.,100000,0,term,65,f,1,35,0,0,0,1,0,2007
Direct-LICS New Secure Future Term Plan,30,145,LIC (Singapore) Pte Ltd,100000,0,term,65,f,1,35,0,0,0,0,0,2013
DIRECT - China Life Term Plan,30,148,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,1,35,0,0,0,1,0,2015
DIRECT - Great Term,30,148,Great Eastern Life,100000,0,term,65,f,1,35,1,1,1,1,1,1908
DIRECT - PRUprotect term @ 65,30,172,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,f,1,35,1,1,0,1,1,1931
DIRECT - AIA Term Cover,31,174,AIA Singapore,100000,0,term,65,f,1,35,1,1,0,1,1,1931
DIRECT- ManuAssure Term,31,178,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,f,1,35,1,1,0,1,0,1899
DIRECT - Singlife Term Life,30,188,Singapore Life Ltd.,100000,0,term,65,f,1,35,0,1,1,1,1,2022
DIRECT Star Term (non-renewable),30,190,Income Insurance Limited,100000,0,term,65,f,1,35,1,1,1,1,1,1970
DIRECT - Term,30,223,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,1,35,0,0,0,1,0,2003
DIRECT - Etiqa term life with CI,30,254,Etiqa Insurance Pte. Ltd.,100000,1,term,65,m,0,35,0,0,0,1,0,2007
DIRECT - Great Term with Optional DIRECT - Great Critical Care,30,285,Great Eastern Life,100000,1,term,65,m,0,35,1,1,1,1,1,1908
DIRECT- TM Basic Term (Level) (+ Critical Illness),30,293,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,m,0,35,0,0,0,1,0,1923
DIRECT - HSBC Life - Term Lite and Termcare,31,307,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,m,0,35,0,1,0,1,1,2022
DIRECT - Term,30,314,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,0,35,0,0,0,1,0,2003
DIRECT - Term Life,30,316,FWD SINGAPORE PTE. LTD.,100000,1,term,65,m,0,35,0,0,0,1,0,2016
DIRECT- ManuAssure Term (with CI),31,350,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,m,0,35,1,1,0,1,0,1899
DIRECT - China Life Term Plan,30,351,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,0,35,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),30,358,Income Insurance Limited,100000,1,term,65,m,0,35,1,1,1,1,1,1970
DIRECT - Singlife Term Life,30,372,Singapore Life Ltd.,100000,1,term,65,m,0,35,0,1,1,1,1,2022
DIRECT - PRUprotect term @ 65,30,384,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,m,0,35,1,1,0,1,1,1931
DIRECT - AIA Term Cover,31,451,AIA Singapore,100000,1,term,65,m,0,35,1,1,0,1,1,1931
DIRECT - Term Life,30,283,FWD SINGAPORE PTE. LTD.,100000,1,term,65,f,0,35,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,31,284,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,f,0,35,0,1,0,1,1,2022
DIRECT- TM Basic Term (Level) (+ Critical Illness),30,294,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,f,0,35,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,30,308,Great Eastern Life,100000,1,term,65,f,0,35,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,30,311,Etiqa Insurance Pte. Ltd.,100000,1,term,65,f,0,35,0,0,0,1,0,2007
DIRECT- ManuAssure Term (with CI),31,323,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,f,0,35,1,1,0,1,0,1899
DIRECT - Term,30,324,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,0,35,0,0,0,1,0,2003
DIRECT - Singlife Term Life,30,325,Singapore Life Ltd.,100000,1,term,65,f,0,35,0,1,1,1,1,2022
DIRECT - China Life Term Plan,30,340,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,0,35,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),30,395,Income Insurance Limited,100000,1,term,65,f,0,35,1,1,1,1,1,1970
DIRECT - PRUprotect term @ 65,30,419,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,f,0,35,1,1,0,1,1,1931
DIRECT - AIA Term Cover,31,444,AIA Singapore,100000,1,term,65,f,0,35,1,1,0,1,1,1931
DIRECT - Etiqa term life with CI,30,408,Etiqa Insurance Pte. Ltd.,100000,1,term,65,m,1,35,0,0,0,1,0,2007
DIRECT - Great Term with Optional DIRECT - Great Critical Care,30,441,Great Eastern Life,100000,1,term,65,m,1,35,1,1,1,1,1,1908
DIRECT - HSBC Life - Term Lite and Termcare,31,457,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,m,1,35,0,1,0,1,1,2022
DIRECT- TM Basic Term (Level) (+ Critical Illness),30,474,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,m,1,35,0,0,0,1,0,1923
DIRECT - Term Life,30,511,FWD SINGAPORE PTE. LTD.,100000,1,term,65,m,1,35,0,0,0,1,0,2016
DIRECT - China Life Term Plan,30,518,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,1,35,0,0,0,1,0,2015
DIRECT - Singlife Term Life,30,565,Singapore Life Ltd.,100000,1,term,65,m,1,35,0,1,1,1,1,2022
DIRECT - PRUprotect term @ 65,30,591,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,m,1,35,1,1,0,1,1,1931
DIRECT- ManuAssure Term (with CI),31,614,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,m,1,35,1,1,0,1,0,1899
DIRECT - Term,30,635,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,1,35,0,0,0,1,0,2003
DIRECT Star Term (non-renewable),30,652,Income Insurance Limited,100000,1,term,65,m,1,35,1,1,1,1,1,1970
DIRECT - AIA Term Cover,31,723,AIA Singapore,100000,1,term,65,m,1,35,1,1,0,1,1,1931
DIRECT - Term Life,30,398,FWD SINGAPORE PTE. LTD.,100000,1,term,65,f,1,35,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,31,408,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,f,1,35,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,30,422,Great Eastern Life,100000,1,term,65,f,1,35,1,1,1,1,1,1908
DIRECT - Singlife Term Life,30,423,Singapore Life Ltd.,100000,1,term,65,f,1,35,0,1,1,1,1,2022
DIRECT - Etiqa term life with CI,30,438,Etiqa Insurance Pte. Ltd.,100000,1,term,65,f,1,35,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),30,455,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,f,1,35,0,0,0,1,0,1923
DIRECT - China Life Term Plan,30,521,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,1,35,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),31,538,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,f,1,35,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,30,638,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,f,1,35,1,1,0,1,1,1931
DIRECT - Term,30,660,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,1,35,0,0,0,1,0,2003
DIRECT - AIA Term Cover,31,666,AIA Singapore,100000,1,term,65,f,1,35,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),30,747,Income Insurance Limited,100000,1,term,65,f,1,35,1,1,1,1,1,1970
DIRECT - Etiqa term life,30,162,Etiqa Insurance Pte. Ltd.,200000,0,term,65,m,0,35,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),30,203,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,m,0,35,0,0,0,1,0,1923
DIRECT - Term,30,208,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,0,35,0,0,0,1,0,2003
DIRECT - HSBC Life - Term Lite,31,209,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,m,0,35,0,1,0,1,1,2022
DIRECT - China Life Term Plan,30,240,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,0,35,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),30,246,Income Insurance Limited,200000,0,term,65,m,0,35,1,1,1,1,1,1970
DIRECT - Great Term,30,255,Great Eastern Life,200000,0,term,65,m,0,35,1,1,1,1,1,1908
DIRECT - Term Life,30,282,FWD SINGAPORE PTE. LTD.,200000,0,term,65,m,0,35,0,0,0,1,0,2016
Direct-LICS New Secure Future Term Plan,30,292,LIC (Singapore) Pte Ltd,200000,0,term,65,m,0,35,0,0,0,0,0,2013
DIRECT - PRUprotect term @ 65,30,292,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,m,0,35,1,1,0,1,1,1931
DIRECT - Singlife Term Life,30,315,Singapore Life Ltd.,200000,0,term,65,m,0,35,0,1,1,1,1,2022
DIRECT - AIA Term Cover,31,320,AIA Singapore,200000,0,term,65,m,0,35,1,1,0,1,1,1931
DIRECT- ManuAssure Term,31,334,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,m,0,35,1,1,0,1,0,1899
DIRECT - Etiqa term life,30,138,Etiqa Insurance Pte. Ltd.,200000,0,term,65,f,0,35,0,0,0,1,0,2007
DIRECT - HSBC Life - Term Lite,31,149,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,f,0,35,0,1,0,1,1,2022
DIRECT - Term,30,156,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,0,35,0,0,0,1,0,2003
DIRECT- TM Basic Term (Level),30,170,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,f,0,35,0,0,0,1,0,1923
DIRECT Star Term (non-renewable),30,175,Income Insurance Limited,200000,0,term,65,f,0,35,1,1,1,1,1,1970
DIRECT - China Life Term Plan,30,178,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,0,35,0,0,0,1,0,2015
DIRECT - Great Term,30,198,Great Eastern Life,200000,0,term,65,f,0,35,1,1,1,1,1,1908
DIRECT - PRUprotect term @ 65,30,210,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,f,0,35,1,1,0,1,1,1931
DIRECT - Term Life,30,214,FWD SINGAPORE PTE. LTD.,200000,0,term,65,f,0,35,0,0,0,1,0,2016
Direct-LICS New Secure Future Term Plan,30,217,LIC (Singapore) Pte Ltd,200000,0,term,65,f,0,35,0,0,0,0,0,2013
DIRECT - AIA Term Cover,31,232,AIA Singapore,200000,0,term,65,f,0,35,1,1,0,1,1,1931
DIRECT- ManuAssure Term,31,245,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,f,0,35,1,1,0,1,0,1899
DIRECT - Singlife Term Life,30,247,Singapore Life Ltd.,200000,0,term,65,f,0,35,0,1,1,1,1,2022
DIRECT - HSBC Life - Term Lite,31,295,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,m,1,35,0,1,0,1,1,2022
DIRECT- TM Basic Term (Level),30,312,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,m,1,35,0,0,0,1,0,1923
DIRECT - Etiqa term life,30,314,Etiqa Insurance Pte. Ltd.,200000,0,term,65,m,1,35,0,0,0,1,0,2007
DIRECT - Great Term,30,363,Great Eastern Life,200000,0,term,65,m,1,35,1,1,1,1,1,1908
DIRECT - China Life Term Plan,30,364,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,1,35,0,0,0,1,0,2015
Direct-LICS New Secure Future Term Plan,30,383,LIC (Singapore) Pte Ltd,200000,0,term,65,m,1,35,0,0,0,0,0,2013
DIRECT Star Term (non-renewable),30,397,Income Insurance Limited,200000,0,term,65,m,1,35,1,1,1,1,1,1970
DIRECT - Term Life,30,436,FWD SINGAPORE PTE. LTD.,200000,0,term,65,m,1,35,0,0,0,1,0,2016
DIRECT - Term,30,448,China Taiping Insurance (Singapore) Pte. Ltd.,200000,0,term,65,m,1,35,0,0,0,1,0,2003
DIRECT - Singlife Term Life,30,448,Singapore Life Ltd.,200000,0,term,65,m,1,35,0,1,1,1,1,2022
DIRECT - PRUprotect term @ 65,30,486,Prudential Assurance Company Singapore (Pte) Limited,200000,0,term,65,m,1,35,1,1,0,1,1,1931
DIRECT- ManuAssure Term,31,545,Manulife (Singapore) Pte. Ltd.,200000,0,term,65,m,1,35,1,1,0,1,0,1899
DIRECT - AIA Term Cover,31,574,AIA Singapore,200000,0,term,65,m,1,35,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite,31,190,HSBC Life (Singapore) Pte. Ltd.,200000,0,term,65,f,1,35,0,1,0,1,1,2022
DIRECT- TM Basic Term (Level),30,250,Tokio Marine Life Insurance Singapore Ltd,200000,0,term,65,f,1,35,0,0,0,1,0,1923
DIRECT - China Life Term Plan,30,266,China Life Insurance (Singapore) Pte. Ltd.,200000,0,term,65,f,1,35,0,0,0,1,0,2015
